"id","author","link_p","title","middle_data","attributes","link_web"
113,"| 李兆城 | 16-04-2023 21:40 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3505000/3506274/a7_1024.jpg","最強配備兼「滿血」ASUS ROG Strix SCAR 18 打機極爽","ASUS ROG Strix SCAR 18 配備新一代處理器及顯示卡，以 HK$34,998 開售的 ASUS ROG Strix SCAR 18 除了 Intel Core i9、NVIDIA GeForce RTX 4090 的加持外，亦有不少獨門武器，以「滿血」的姿態，帶來更佳打機體驗。

今代 ROG Strix SCAR 系列提供 16 吋及 18 吋屏幕選擇，今次除了保留機圍繞機身的 RGB 燈飾外，又改用 16 : 10 畫面比例及升級至 240Hz/3ms 更新率，以及使用 Conductonaut Extreme 液態金屬散熱，使溫度降低多達 15°C，即使長時間使用，亦能保持機身涼快穩定。

ezone.hk 測試的是 18 吋版，採用 240Hz/3ms 的 2,560 x 1,600 pixels 屏幕，用上最強的 Intel Core i9-13980HX CPU、NVIDIA GeForce RTX 4090 顯示卡，以提供強勁的打機表現。在測試中，「效能」Mode 的 3DMark Time Spy 得分為 19,625 分；「極速」Mode 的得分增至 20,679 分。

為應付「滿血」極速體驗，新機加入 Thermal Grizzly Conductonaut Extreme 液態金屬散熱，配合全新環狀出風系統，三風扇散熱技術及全尺寸散熱器，號稱可令溫度降低多達 15°C。玩家又可切換至「手動」Mode 自行超頻，通過調節顯示卡的時脈，以獲更勁的表現。

3D 畫面的光暗效果及層次分明。
售價：$34,998 (SCAR 18 ,  i9 / RTX 4090 / 32GB DDR5 / 2TB SSD)","Test","/wbase/113"
114,"| 周傳禮 | 14-04-2023 04:19 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3504844/20230414_AIR_a01_1024.jpeg","Honor Magic5 Pro 攝力實試！鷹眼自動拍攝功能幾實用","Honor Magic5 Pro 港行登場，相機表現被 DxOMark 大讚，指其相機通用性極高，不論拍攝什麼主題都有好表現。實試其對焦速度快，加上新增的「鷹眼精彩抓拍」可快速記錄人物微笑、跳躍、奔跑、貓、狗動靜，實用性幾高，而且出色的低光拍攝及全焦段都有足夠的銳利度，攝力值得留意。

鷹眼功能．自動抓拍
Honor Magic5 Pro 攝影功能幾有趣，引入全新「鷹眼精彩抓拍」，啟動需要最遠數碼變焦會只剩 5x，但卻可以以自動拍攝精彩一刻，當中包括人物微笑時、跳躍時、奔跑時，甚至乎影貓影狗，新功能都可以自動抓拍，確保影到最精彩一刻。至於什麼是精彩一刻，則交由電話決定，未必一定是大家想看到畫面，但效果一定有驚喜。

高質全焦段三攝
新機為三攝配置，分別為 50MP OIS 廣角鏡、50MP OIS 90mm 3.5x 長焦、50MP 超廣角，實拍質素可視為三主攝，當中以超廣角最有驚喜。另外，值得一提是電話未有搭配傳統名廠鏡頭，但在 DxOMark 的相機評測中，依然名列第二，大幅領先採用所謂 Zeiss 名鏡的 vivo X90 Pro+ 之流。

屏幕出色兼有護眼功能
Honor Magic5 Pro 屏幕為 6.81 吋，解像度未算突出，但卻有不俗的護眼功能。據官方資料所示，屏幕支援最高 2,160Hz 高頻 PWM 調光，大大減低暗光下頻閃帶來的不適。至於屏幕色彩則算保持水準，但亮度比上代提升，由 1,000 nits 升級至 1,800 nits，戶外實用性大大增加。

基本效能突出
新機但搭配 Qualcomm Snapdragon 8 Gen 2 處理器、12GB RAM 及 512GB ROM，運算力及流暢度都出色。電量則有 5,100 mAh、支援 66W 快充，實用性不俗。今代電話共有兩色選擇，分別為綠及黑。電話售價為 HK$7,299，未算好平，但整體表現合格。","Test","/wbase/114"
115,"| 黃俊翔 | 13-04-2023 22:00 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3504609/23041372wa01_1024.jpg","Whatsapp 騙徒新手法 做任務派錢引上釣","近年電訊騙案不斷上升，繼假冒內地官員、順豐速遞、通訊辦等機構後，又出現以 Whatsapp 聯絡用戶的手法，而且內員千變萬化，而最近更有稱聲做任務可以獲取現金獎勵的新招，更有人成功收款！

自今年年初起，Whatsapp 出現大量騙案，最常見的是境外電話號碼，假扮獵頭公司尋找應徵者，這種詐騙大多數是以英文訊息為主。此外，近期又有騙徒向用戶傳送訊息，指自己在某公司訂購貨品，該公司留下用戶的電話號碼作查詢，當目標人物回覆後，對方便會嘗試與用戶閒談，然後引導進行某種投資，或者參加美容服務，就像交友 App 的騙徒一樣。

此外，據網友分享，最近又有一種新穎的放長線釣大魚手法，騙徒會開宗明義要求目標用戶做任務，起初是若干時間點擊一些指定連結，然後便可儲點數或積分，當累積一定數量後會以過數方式回贈，而且竟然有人成功收款！不過，當第一次過數少量金錢後獲得目標人物信任後，便會要求用戶做升級任務，大多數是要求過數至指定戶口，聲稱是互相存款刷單。此時醒目的網友拒絕，便被騙徒剔除所有任務。另外有網友分享，起初可能是少量金額，而且的確有來有往，但隨後金額會上升，若目標人物大額過數後，便是騙徒收網之時！大家謹記便宜莫貪！","Test","/wbase/115"
116,"| 賴立賢 | 13-04-2023 21:01 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3504333/w_1024_1024.jpg","WhatsApp 新增三大保安功能！加強保護用戶私隱度及安全！","WhatsApp 新增三大保安功能！WhatsApp 宣佈新增三項保安功能，以加強保護用戶的私隱度及安全性。WhatsApp 三項保安功能將於未來數月陸續推出，而用戶亦毋需進行額外行動。

WhatsApp 認為，用戶的訊息應該享有與私人對話一樣的私隱權和保密性。這樣的保密性奠基於使用預設經端對端加密技術保護個人訊息，而 WhatsApp 會持續不斷開發新的功能，為用戶強化私隱權，並讓用戶對訊息握有更大的控制權。因此，WhatsApp 宣佈新增三項保安功能：

帳戶防護
如果用戶需要將 WhatsApp 帳戶切換到新裝置，WhatsApp 必須仔細確認這是你本人的意願。從現在起，WhatsApp 可能會在舊裝置上進行詢問，以便確認用戶是否要採取這個步驟作為額外保全檢查。如果有人打算擅自將用戶的帳戶移到其他裝置，這項功能有助於提醒用戶。

裝置驗證
流動裝置惡意軟件可能會在未經許可的情況下利用用戶的電話號碼，並使用用戶的 WhatsApp 傳送不請自來的訊息，因此對當今用戶私隱和安全構成的威脅最大。為了進一步防範這個問題，WhatsApp 新增了多項檢查來驗證帳戶（用戶不需要採取任何行動），並在裝置被入侵時為用戶提供更妥善的保護。這樣，用戶就能繼續使用 WhatsApp，而不受任何干擾。

自動安全代碼
一直以來，最重視安全的用戶都可使用 WhatsApp 的安全代碼驗證功能，確保聊天對象是想要的訊息接收者。如要手動進行這項檢查，用戶可以前往「加密」分頁的聯絡人資訊下方。為了簡化上述程序並提高其對所有用戶的易用性，WhatsApp 將推出以「關鍵資訊公開」程序為建立依據的保全功能，讓用戶能自動確認目前所使用的是否為安全連線。這樣，如果用戶點擊了加密分頁標籤，就能立即確認個人對話是否受到保護。","Test","/wbase/116"
117,"| 周傳禮 | 13-04-2023 20:30 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3503053/20230412_AIIR_a01_1024.jpeg","ASUS ROG 7 旗艦 Gaming Phone 上手試！備流動 Subwoofer 讓 2.1 聲道隨身","ASUS ROG Phone 7 為第六代的 Gaming Phone，以往年年 ROG 電話都為用家帶來不同新意，今年 ROG 7  亦不例外。除了效能繼續升級，換上最強的 Snapdragon 8 Gen 2 處理器，更在新推出的 AeroActive Cooler 7 上加入了 Subwoofer，讓電話都可以擁有  2.1 聲道效果，全面強化電話在視聽娛樂上的體驗。

影音專用散熱扇 
新一代 AeroActive Cooler 7 的體積比上代更大，除了可找到相當實用的 4 個實體按鍵外，原來 AeroActive Cooler 7 還內置了 SubWoofer；用家只要接上金 ROG Phone 7 機旁的 USB-C 埠，即可為電話帶來更好的音效體驗，讓 2.1 聲道音效隨身攜帶。值得一提是 AeroActive Cooler 7 還可拉出腳架，更備有 3.5mm，設計及功能上均相當全面。

至於散熱效能方面，AeroActive Cooler  7 繼續有表現；官方指透過散熱扇，機背溫度最多可以降低 25ºC，而屏幕溫度則可降低 8ºC，使電話長期遊玩時亦不會燙手，更可以長期保持電話效能，確保遊戲幀率穩定。另使用 AeroActive Cooler 7 時需注意散熱模式，基本分有風冷、酷寒及急凍，而當中的急凍模式需要為風扇接上電源才能啟動。

Ultimate 版本備有空氣散熱閥門
ASUS 於 ROG Phone 6D Ultimate 中引入空氣散熱閥門設計，到了 ROG 7 系列，則直接推出了 ROG Phone 7 Ultimate。新機設計概念一樣，透過中置式處理器設計，讓機身熱源置中，再加機背中央位置設計活動式空氣閥門，讓機內的熱力可以直接與機外的空氣交換，加上效能突出的 AeroActive Cooler 7 的抽風功能，進一步提升電話的散熱表現。

ROG Phnoe 7 系列亦只有 Ulimate 備有 ROG VISION 機背小屏幕功能，相要在電話展示不同訊息，又或展示相片，就有只 ROG Phone 7 Ultimate 才做到。另 ROG Phone 7 Ultimate 的包裝亦花上心思，初次啟動電話時將附以小遊戲進行，充滿儀式感，實用性平平但相當有趣。

兩個版本．同款處理器
目前 ROG Phone 7 系列只有兩個版本，分別為 ROG Phone 7 及 ROG Phone 7 Ultimate。兩機都採用 Qualcomm Snapdragon 8 Gen 2 處理器，亦同時將 RAM 升級至 LPDDR5x 版本（Ultimate 為 16GB，而普通版最高亦為 16GB），運算能力進一步升級。

至於其他規格上，則同樣為三攝配置、6.78 吋 AMOLED 165Hz 1,080p 屏幕、耳筒支援空間音訊等等。至於防水保護，兩機都為 IP54，甚至 Ultimate 版打開散熱閥門時都有。

另外 ROG Phone 7 系列硬件全面支援 Ray Tracing 光綫追踪遊戲，只待遊戲廠商推出相關技術遊戲，大家即可在 ROG Phone 7 上體驗前所未有的遊戲畫面。

實試遊戲體驗
利用 ROG Phone 7 系列進行遊戲，不論是講求刺激感的賽車遊戲，又或追求準確操控及反應的對戰遊戲，ROG Phone 7 都帶來爽快及準確的操控，加上新增的 Subwoofer 全面提升遊戲的體驗，效果更好。不過 AeroActive Cooler 7 的體積比較大，初次上手時都需時適應。","Test","/wbase/117"
118,"| 賴立賢 | 13-04-2023 02:20 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3503619/as_1024.jpg","YouTube 加入 5 項全新功能！實試增強 Bitrate 畫質效果！","YouTube 加入 5 項全新功能！YouTube 最新宣布為其 YouTube Premium 用戶推出 5 大新功能，當中「提高位元率」 (Enhance Bitrate) 功能，可提供更佳畫質。

YouTube 最新宣布為其 YouTube Premium 用戶推出 5 大新功能：

1. 1080P Premium 高畫質模式
YouTube 會向使用 iOS Apps 的 YouTube Premium 用戶提供 1080P Premium 選項，這個選項會啟用「提高位元率」 (Enhance Bitrate) 功能。與現有的 1080P 選項相比，1080P Premium 雖然同樣是串流 1920x1080 解像度影片，但串流時使用的 Bitrate 更高，代表畫質及清晰度將提升，對於需要大量細節或高速移動的影片，最為有效。ezone.hk 測試可見，當由原有 1080P 改為 1080P Premium 選項後，畫質即時有所提升，特別是女主角的衣服細節位最為明顯。

1080P Premium 高畫質模式

標準 1080P 設定。

1080P Premium 設定。
2. YouTube 影片加入待播清單
YouTube Premium 用戶可使用「待播清單」功能，設定接下來要看的影片，而目前的觀看體驗當不會因此而中斷。現在這功能為 YouTube Premium 用戶擴展至 Smartphone 及平板之中。

3. Android 及 iOS 上同時觀看 YouTube
新加入 SharePlay 功能，讓用戶能夠透過 FaceTime 或 iMessage 同步串流收看 YouTube 影片。至於 Android 用戶則可透過 Leet Live Sharing 功能實現。

4. 無逢切換各裝置
YouTube Premium 用戶現在可以在 Android、iOS 和 Web 上使用，即使他們在不同設備之間切換，也可以繼續觀看他們之前離開的 YouTube 視頻，讓您可以不受任何干擾地重新觀看。

5. 智能下載功能
借助 Smart Downloads (智能下載)，YouTube Premium 用戶連接到 Wi-Fi 時，會自動將推薦的視頻直接添加到的媒體庫中，以供離線觀看。","Test","/wbase/118"
119,"| 賴立賢 | 12-04-2023 21:00 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3503502/nvc_1024.jpg","NVIDIA GeForce RTX 4070 大考驗！超高性價比中階卡王！","NVIDIA GeForce RTX 4070 大考驗！NVIDIA GeForce RTX 40 系列顯示卡再有新成員登場，續年初登場的 GeForce RTX 4070 Ti ，下一級主打中階市場及高性價比的 GeForce RTX 4070 也正式解禁。ezone.hk 今次除了解構 GeForce RTX 4070 Ti 的特點外，更找來上代 Ampere 架構及同價位的 GeForce RTX 3070 Ti 作效能實測及比較。

NVIDIA GeForce RTX 4070 Ti 作為 NVIDIA 第四款桌面平台使用 Ada Lovelace 顯示核心架構及 TSMC 4N 定制工藝的產品，官方定價 US$599 (約 HK$4,672) ，較上一級 RTX 4070 Ti 平上 US$200 (約 HK$1,560)，今次 ezone.hk 詳細剖析 RTX 4070 之特點。 

NVIDIA 各價位產品一覽。
Techno 01：5,888 個 CUDA Cores
GeForce RTX 4070 使用與上線 RTX 4070 Ti 相同的 AD104 核心，同樣屬於 Ada Lovelace 顯示核心架構及 TSMC 4N 定制工藝，內建電晶體同為 358 億顆，但廠商將核心內部份模組功能屏閉。GeForce RTX 4070 只啟用了 AD104 核心內的 4 個 GPC (Graphics Processing Clusters)，故 GeForce RTX 4070 提供的 CUDA Cores 數目由 7,680 個降至 5,888 個，而 TPC、Tensor Cores、RT Cores 也由 RTX 4070 Ti 的 30、240、60 個分別降至 23、184 、46 個。


GeForce RTX 4070 只啟用了 AD104 核心內建 4 個 GPC。

GeForce RTX 4070 規格。

GeForce RTX 4070 規格。

GeForce RTX 4070 規格。

RTX 4070 Ti 與上代同價的 RTX 3070 Ti 比較。
Techno 02：12GB 192-bit GDDR6X 記憶體
雖說，NVIDIA 在 GeForce RTX 4070 上使用了屏閉部份模組的 AD104 核心，但記憶體部份則未有刪減，同樣使用頂級的 GDDR6X 記憶體，核心內建的 6 組 32-bit 記憶體控制器會開，以組成 192-bit 架構，提供 12GB 總容量。同時，NVIDIA 也將 RTX 4070 的記憶體運作時脈保持在 10,500 MHz，是故記憶體頻寬仍達到 626GB/s。


GeForce RTX 4070 於 1440P 下，提供高 FPS、低延遲的流暢遊戲表現。
Techno 03：DLSS 3 加速技術支援更廣
與 GeForce RTX 40 系列一同發布的還有 DLSS 3 (Deep Learning Super Sampling 3) 技術。DLSS 3 主要的功能主要可分為 DLSS FRAME GENRATION、DLSS SUPER RESOLUTION 與 REFLEX，而主要的更新 DLSS FRAME GENRATION 是 RTX 40 系列獨有的功能，它利用 Ada Lovelace GPU 內第 4 代 Tensor Cores 新加入的 Optical Flow Accelerator 單元，再配合  Optical Multi Frame Generation 技術，通過 AI 能夠重建影像，藉此大幅提升遊戲效能。至於，DLSS SUPER RESOLUTION 則是 RTX 20/30/40 系列 GPU 都支援，而 REFLEX 這功能本就是獨立的降低延遲技術，只是在 DLSS 3 當中整合至內建功能當中。


DLSS 3 加速技術。
NVIDIA 與多間遊戲開發廠商緊密合作，故支援 DLSS 3 技術的遊戲不斷增加，現時已有 50 款遊戲大作支援 DLSS 3 技術，而 NVIDIA 指未來將有更多遊戲支援 DLSS 3 技術。NVIDIA 更指 RTX 4070 得益於 NVIDIA Ada Lovelace 架構及 NVIDIA DLSS 3 技術，效能最高可達上代同價位 GeForce RTX 3070 Ti 的 1.7 倍，上一級 RTX 3080 的 1.4 倍。


配合 DLSS 3 技術，RTX 4070 遊戲效能可達上代同價位 GeForce RTX 3070 Ti 的 1.7 倍。

將有更多遊戲支援 DLSS 3 加速技術。
NVIDIA RTX VSR 技術提升影片畫質
NVIDIA 新推出的 RTX VSR (Video Super Resolution) 技術【詳情按此】，通過 AI 與 RTX Tensor Cores，來強化電腦在影片播放時的影像品質，而且能夠移除影像經過壓縮後產生的區塊問題，將低清影片免費「升級」4K！現時，除支援 Chrome、Edge 瀏覽器外，更加入了 VLC 播放器支援！


VLC 播放器支援 RTX VSR (Video Super Resolution) 技術。
-----------------------------------------

解構 NVIDIA GeForce RTX 4070 FE 
與 GeForce RTX 4070 Ti 不同，今次 NVIDIA 有為 GeForce RTX 4070 推出 FE (Founders Edition) 版本。


NVIDIA GeForce RTX 4070 FE
GeForce RTX 4070 FE 內建的 AD104 核心，使用 TSMC 4N 定制工藝，故雖然電晶體數目達到 358 億顆，但核心面積只有 295mm²，較使用 RTX 3070 Ti (使用 8nm 製程及 174 億顆電晶體) 的 392mm² 縮細近 25%。


NVIDIA GeForce RTX 4070 FE 屬 Dual Slot 厚度。

提供 3 組 DP 及 1 組 HDMI 輸出。
同時，GeForce RTX 4070 FE 的 TGP (Total Graphics Power) 功耗由 RTX 3070 Ti 的 290W 降至 200W，而 AGP (Average Gaming Power) 更低至 186W。GeForce RTX 4070 FE 的 電源供應器要求為最低 650W 輸出。此卡，同樣配有 PCIe 5.0 規格的 16-Pin (12VHPWR) 供電接口，附送的轉線為 2 組 8-Pin 輸入。NVIDIA 指部份 AIC 廠商推出的 GeForce RTX 4070，如屬非超頻版及功耗為標準的 200W，可使用單 1 組 8-Pin 輸入。 


配有 PCIe 5.0 規格的 16-Pin (12VHPWR) 供電接口

附送的轉線為 2 組 8-Pin 輸入。
GeForce RTX 4070 FE 的散熱使用軸向式散熱設計，GPU / VRM 及 GDDR6X 記憶體位置被均熱板覆蓋，以熱導管傳導至另一組散熱鰭片，搭配 2 把高效風扇，其中一把反扇葉設計讓冷空間穿過卡身末端排向 CPU 區域，NVIDIA 指其風流量較上代提升 20%。


NVIDIA 指 RTX 4070 散熱扇風流量較上代提升 20%。

RTX 4070 FE (下)，RTX 3070 Ti (上) 比較，明顯更纖巧。
-------------------------------------------------

GeForce RTX 4070 效能‧功耗‧溫度詳測
為了發揮 GeForce RTX 4070 的最高效能，使用 12 核心、支援 PCIe 4.0 的 AMD Ryzen 9 7900X 處理器及 ASUS ROG CROSSHAIR X670E HERO 主機板進行測試。



《GPU-Z 2.52》未能顯示 RTX 4070 所有資料。
Test 01：3DMark 理論‧遊戲效能

分析：效能領先 RTX 3070 Ti
NVIDIA GeForce RTX 4070 使用新一代 Ada Lovelace 架構的 AD104 核心，Boost Clock 達到 2,475MHz，而實際加速時脈更達到 2,835MHz，雖然單純計算 CUDA 核心數目及記憶體架構，在數字上不及上代同價位的 RTX 3070 Ti，但受惠於全新核心架構，效能仍可領先，於《3DMark》- Time Spy Extreme 得分達到 8,752，較 RTX 3070 Ti (7,595 分) 快約 15.2%，而在其他測試 RTX 4070 也全面領先，在未使用 DLSS 技術下，RTX 4070 仍有高達 28% 的效能升幅。 

Test 02： DLSS 3 遊戲、工具測試 @ 1440P
GeForce RTX 40 系列一大賣點是完整支援 DLSS 3 (Deep Learning Super Sampling 3) 技術，當中重點的 DLSS FRAME GENRATION 功能是由 Ada Lovelace GPU 內第 4 代 Tensor Cores 進行處理。ezone.hk 找來多款對應 DLSS 3 技術的 3D 遊戲在 1440P 最高畫質下進行測試。


分析：DLSS 3 大幅提升遊戲流暢度
GeForce RTX 4070 內建第 3 代的 RT Cores 作光追運算、第 4 代 Tensor Cores 進行「DLSS Frame Generation」，有效提升遊戲 FPS 流暢度。從測試可見，在未啟用 DLSS 技術前，GeForce RTX 4070 已能領先 RTX 3070 Ti，而當啟用 DLSS3 技術，即進一步拉開至領先幅度，最高更達到 68%，可見新架構及 DLSS3 組合的威力相當驚人。

Test 03：運作溫度．功耗    

分析：功耗更低、更涼快
GeForce RTX 4070 內建的 AD104 核心，電晶體數目、時脈均大幅提升，但受惠於 TSMC 4N 定制工藝，故 TGP 功耗只為 200W。ezone.hk 利用《Cyberpunk 2077》遊戲進行測試，並以《NVIDIA FrameView》紀錄核心溫度與功耗。測試成績可見，顯示核心在遊戲時全負載時，平均功耗只有 178W，較上代 RTX 3070 Ti 低上 95W 之多，而溫度更低至 64℃，相當涼快。

Extra Test：AI 繪圖測試

AI 繪圖成今年大熱，它更可利用 GPU 進行加速，今次 ezone.hk 就利用對應 NVIDIA 顯示核心的《NMKD Stable Diffusion Gui》工具，對 GeForce RTX 4070 及 RTX 3070 Ti 進行 AI 繪圖加速測試。結果顯示，在相同參數下，RTX 4070 只需 28 秒已完成繪圖，而 RTX 3070 Ti 則需 43 秒，可見新 Ada Lovelace 架構在 AI 加速表現更佳。

評語：Ada Lovelace 進軍中階主流市場
GeForce RTX 4070 作為 RTX 40 系列第四位成員，利用新一代 Ada Lovelace 新架構，效能表現、功耗控制相當出色，配合 DLSS 3 技術更是如虎添翼，遊戲效能大幅領先上代同價位的 RTX 3070 Ti，同時功耗、溫度更低，而 AI 加速表現也相當出色。","Test","/wbase/119"
120,"| 黃俊翔 | 11-04-2023 22:00 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3502724/230411sup01_1024.jpg","【實試】Whatsapp 玩強化版 ChatGPT 支援廣東話語音及 AI 繪圖","早前 ezone.hk 為大家介紹過，可以用 Whatsapp、IG、FB 及 LINE 直接玩 ChatGPT 的 Superbot，用戶無需使用 VPN 甚至裝 App，都能夠直接使用，實在相當方便。近日，Superbot 團隊進行更新，加入語音及 AI 繪圖功能，令它更加強大。

Superbot 的使用方法，較現時的各種生成式 AI 更方便，開發團隊使用 OpenAI 的 API，接入各個即時通訊平台，用戶只要以添加聯絡人的方式，便能與 AI 對答。近期，Superbot 同時加入 AI 繪圖以及語音辨識技術，一次過提供市面上不同 AI 熱門玩法，今次 ezone.hk 便實測它的效果。

AI 繪圖
若要使用 AI 繪圖，它的使用方式是輸入「/image」指令，再加上圖片的描述，然後系統便會自然轉換成指令字句，據測試所得直接輸入中文便可，記者嘗試輸入「柴犬、富士山背景、卡通畫風」，在數秒後便成功產生出卡通柴犬的圖片。若果大家想圖片更加準確，可以多加描述字句，相當好玩！

語音辨識 
Superbot 加入語音辨識引擎，用戶在使用 Whatsapp 對答時，可以直接按住錄音鍵說出要問 AI 的內容，據記者測試能對應廣東話，而 AI 的回應則會以繁體中文作答，相比要手動輸入文字方便得多！不過，由於語音引擎的辨識準確率問題，有時可能會出現問錯問題的情況，有需要時可以多作嘗試。","Test","/wbase/120"
121,"| 周傳禮 | 11-04-2023 18:00 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3502043/20230411_AIR_b01_1024.jpeg","【實試】商湯全新 SenseNova 一系列 AI 生成功具 ！「秒畫」真實生成完成度高","商湯 SenseTime 剛剛在上海舉行 TechDay，極具信心地現場示範了多款新 AI 生效工具。當中即時創作圖片的「秒畫」，表現更讓人驚喜。即場實試「披著國旗的貓」，確實能即時生成不同國旗，而非指定國家；從 AI 生成角度而言，成熟度極高，值得留意。

SenseNova 一系列新作完成度相當高，商湯 SenseTime 亦極具信心地進行公開展示，並且讓記者親身試玩；初試後個人評價幾高。

「秒畫」即時創作圖片
生成圖片講求輸入不同 Prompt 指令，早前讓人笑爆肚的「胸有成竹的男人」以及被質疑的「披著國旗的貓」肯定是試機的指標。SenseNova 中的「秒畫」，能理解「胸有成竹的男人」的意思，雖然圖片未必能完全顯示相對概念，但總算未有炒車；至於「披著國旗的貓」的生成效果，則有幾好表現，除了有不同貓種，連國旗亦未有指明特別國家，與 Prompt 指令的吻合度極高，值得一讚。

另外值得一提是「秒畫」的介面相當易用，不似 Stable Diffusion、Midjourney 等麻煩；加上用家可以隨時輸入參考作品進行訓練，當中的介面亦相當直觀，想試玩 AI 生成圖又多一個不俗的選擇。

「如影」即時 AI 人影片生成
至於「如影」可以即時參照用家輸入的 5 分鐘影片，即時重新生 AI 人介紹影片。配合文字內容生成功能或即時輸入內容，更方便創作影片。值得留意是「如影」支援多個語言，發布會上更指示了「阿拉拍文」，記者當然聽不懂，及後亦即場實試了粤語版本；目前是廣果話書面語直讀，未有口語化，但發音合格，流暢則可繼續提升。另「如影」預計會在 4 月尾正式推出市場供大眾使用，大家可以留意。

「商量」即時文字生成
ChatGPT 盛行一段時間，聊天文字生成功能好多人都不陌生，SenseNova 的「商量」亦是同類產品。即場實試反應不俗，而且據工作人員透露資料庫雖未達即時更新，但亦包含最近一至兩星期資料，表現都幾好。","Test","/wbase/121"
122,"| 周傳禮 | 11-04-2023 13:15 | ","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3501961/20230410_AIR_a01_1024.jpg","Dyson Zone 空氣淨化耳機實試！外型新穎兼同時過濾空氣及噪音","Dyson Zone 空氣淨化耳機終於發布，外型誇張搶眼，但其實帶來全新應用概念，同時過濾空氣及噪音，為用家提供最理想的環境。而且雖然外型誇張，但其實戴出街實試，記者發現基本上無港人理會，而且音效以新手而言，確實幾出色。

進軍耳機市場
Dyson Zone 的登場，讓 Dyson 產品更多元化；個人覺得首次推出耳機產品，Dyson Zone 的質素是比合格更好的。先講隔音效果，頭戴式耳機本來就有不俗的隔音表現，而且 Dyson Zone 機身更共有 11 個咪，再搭配 8 個降噪處理器，使耳機的主動消噪功能相當出色。除此之外，最讓人驚喜是耳機的通透模式，可以將環境聲準確還原，徹式改變以往通透模式會聽到機械聲的問題，值得大讚。

至於音色方面，聽感其實不俗，特別是處理一些複雜的樂曲時，有幾高細緻度，方便大家欣賞。至於人聲效果，亦屬於易入口一種，不過低音下潛力可以再強一點，相信更容易滿足用家的口味。但如果大家追求高清音樂，Dyson Zone 可能就有點不足，事關使用藍牙連綫時，只有 SBC 及 AAC 藍牙 Codec 可選，尚有一定進步空間。

引入全新淨化概念
降噪耳機功能好多，但 Dyson Zone 卻進一步，利用自家技術，為耳機帶來空氣過濾功能。當用家將 Dyson Zone 接駁至 Dyson App 內，就會發現 Dyson Zone 實際亦同時是一部空氣清新機。Dyson 巧妙地將過濾芯片放在耳機內，再透過 Dyson 的抽風技術及專用的磁吸式導風式面罩，將過濾後的空間帶至用家前，讓用家呼吸最乾淨的空氣。問或許有人會問，疫情都完了才推出？但事實上空氣污染一直存在，加上噪音不斷，Dyson Zone 就是為解決這兩個問題而推出的產品。

外型出眾怕搶眼？
Dyson Zone 一機兩用，可同時淨化空氣及過濾噪音，功能比坊間其也產品，外型亦因此比較特別。初初戴出街，確實需要一定勇氣，但其實港人經過多年訓練，早已摺慣古靈精怪的產品。因此記者實試全日使用，不論行街、搭地鐵、搭電車等等，再留意周䜊民眾的反應，是完全找不到人眼望望的。所以只要覺得有需要，而且想玩新產品， Dyson Zone 絕對值得大家試試。

Dyson Zone 晴空藍及亮銀色售價：HK$7,580
Dyson Zone Absolute+普魯士藍及亮銅色售價：HK$7,980（受測版本）","Test","/wbase/122"
123,"| 周傳禮 | 11-04-2023 07:57 |","https://resource01-proxy.ulifestyle.com.hk/res/v3/image/content/3500000/3501975/20230411_AIR_aOP_1024.jpg","【實試】Samsung Galaxy S23 Ultra 的 100x 變焦能力！韓國更有送機活動","Galaxy S23 Ultra 推出以來，相機表現備受關注，雖然主鏡頭表現一般，但 10x 長焦攝力的質素卻是有目共睹。最近 Samsung 亦在韓國當地舉行 100x 變焦推廣活動，於不同高樓中放置紙板，邀請用戶以電話進行拍攝。

為了推廣 S23 Ultra，Samsung 在韓國當地舉行有趣的試玩體驗。於不同高樓放置紙板，邀請大家看看寫什麼。以肉眼當然沒法看到，但只要配合 Samsung 的 100x 變焦，自然拍得清晰，睇得清楚，效果震撼，相當有趣。其實韓國當地仲有送機活動，只要將以 100x 變焦拍攝的相片貼於 IG 並加上「#GalaxyCalendar」，就有機會得到 S23 Ultra 或 Buds 2 Pro，但未知香港會否有相關活動。

Galaxy S23 Ultra 搭配了 10x 潛望式長焦鏡頭，實際焦距達到  230mm，本來就相當實用；加上 Samsung 早年推出的 100x Space 功能，在最新的硬件及算法下，即 Snapdragon 8 Gen 2 for Galaxy 等配合下，即使進行數碼變焦，畫面依然銳利清晰，表現相當誇張。提提大家屏幕預覽效果未必清，但按下快問後，相機會自動執相，使成品可觀性大增。

","Test","/wbase/123"
